,anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
990,1090,Kidou Senshi Gundam I,Mobile Suit Gundam I,劇場版　機動戦士ガンダム I　特別編,7.24,"Action, Adventure, Drama, Sci-Fi","In the future, with Earth's population rapidly increasing, humanity has developed giant orbiting space colonies gathered in clusters known as ""Sides."" As the elites on Earth force most of the populace into space, rebellion begins to brew. In the year Universal Century 0079, one of the colony clusters known as Side 3 declares itself the Principality of Zeon and launches a war of independence against the Earth Federation.

Despite having only a fraction of the resources of the Federation, Zeon quickly gains the upper hand in the conflict through the use of giant humanoid robots called mobile suits. Chief among Zeon's mobile suit ace pilots is Char Aznable, a mysterious masked man known as the ""Red Comet."" When Char's squadron comes across the Federation developing its own prototype mobile suit called Gundam in the colony Side 7, his men launch a brutal attack. Amuro Ray, the son of the prototype's developer, gets in the Gundam and is able to fend off the Zeon attack. As Amuro soon finds himself directly in conflict with Char, he is forced to flee the colony on a Federation ship.",Movie,1.0,"Mar 14, 1981",UNKNOWN,Finished Airing,Sotsu,"Nozomi Entertainment, Bandai Entertainment",Sunrise,Original,2 hr 20 min,PG-13 - Teens 13 or older,2804.0,3261,77,23956.0,40539,https://cdn.myanimelist.net/images/anime/1915/128896.jpg
991,1091,Kidou Senshi Gundam II: Ai Senshi-hen,Mobile Suit Gundam II: Soldiers of Sorrow,機動戦士ガンダムⅡ　哀・戦士編,7.33,"Action, Drama, Sci-Fi","As the War continues, Amuro and the White Base crew must make their way toward the Earth Federation Headquarters, Jaburo. On their way they meet several new enemies and face off against impossible odds. They fight in Operation Odessa to relieve the Earth from the clutches of the Zeon forces.

Lives are lost, new friendships are made, and discoveries at every corner. Amuro soon learns that he possesses the powers of the mysterious Newtypes.

(Source: Otakufreakmk2)",Movie,1.0,"Jul 11, 1981",UNKNOWN,Finished Airing,Sotsu,"Nozomi Entertainment, Bandai Entertainment",Sunrise,Original,2 hr 15 min,PG-13 - Teens 13 or older,2354.0,3632,42,19912.0,32770,https://cdn.myanimelist.net/images/anime/4/75773.jpg
992,1092,Kidou Senshi Gundam III: Meguriai Sora-hen,Mobile Suit Gundam III: Encounters in Space,機動戦士ガンダムⅢ　めぐりあい宇宙編,7.74,"Action, Adventure, Drama, Sci-Fi","The One Year War comes to a close, as the Zeon forces now retreat back into space. Amuro learns much more of his Newtype abilities and tries to use them the best way he can. He's pushed to his limit as he encounters the infamous Char Aznable once again. He also falls in love with a mysterious woman named Lalah Sune, who knows the full potential of the Newtype abilities. 

The greatest battle is about to begin, as many loved ones fall to the power of war. Can the Earth Federation defeat the Principality of Zeon? Or will they fail? Can Char prove that he's the better Newtype than Amuro? They all will be answered now...

(Source: Otakufreakmk2)",Movie,1.0,"Mar 13, 1982",UNKNOWN,Finished Airing,Sotsu,"Nozomi Entertainment, Bandai Entertainment",Sunrise,Original,2 hr 20 min,PG-13 - Teens 13 or older,1044.0,3656,141,19137.0,32399,https://cdn.myanimelist.net/images/anime/5/75774.jpg
995,1095,Kidou Keisatsu Patlabor the Movie,Patlabor: The Movie,機動警察パトレイバー the Movie,7.55,Drama,"The Babylon Project is a massive renovation of Tokyo's neighborhoods, including the creation of artificial islands in the Bay. Utilizing ""Labors,"" or robots created for the express purpose of doing work, architects and construction crews are able to more efficiently progress development of the overhaul. When a key figure in the Project's conception is found dead after committing suicide under mysterious circumstances, Captain Kiichi Gotou's Patlabor police unit is tasked with getting to the bottom of the bizarre situation.

As several Labors begin to go haywire and a hacked AI program endangers the people of Tokyo, young pilot Noa Izumi and her Patlabor Alphonse work under Gotou's orders to save the city and the entire nation from a massive biblical conspiracy.",Movie,1.0,"Jul 15, 1989",UNKNOWN,Finished Airing,"Bandai Visual, Shochiku, Bandai, Tohokushinsha Film Corporation","Maiden Japan, Manga Entertainment, Bandai Visual USA","Production I.G, Studio Deen",Original,1 hr 39 min,PG-13 - Teens 13 or older,1556.0,3095,239,19001.0,44539,https://cdn.myanimelist.net/images/anime/5/74786.jpg
996,1096,Kidou Keisatsu Patlabor 2 the Movie,Mobile Police Patlabor 2: The Movie,機動警察パトレイバー2 the Movie,7.96,"Award Winning, Drama, Mystery, Sci-Fi","Three years after the Babylon Project conspiracy is resolved, the members of Kiichi Gotou's Patlabor unit have gone their separate ways. Gotou remains with the Patlabor team, accompanied by Shinobu Nagumo, his romantic crush and comrade.

Playing into the public's skepticism toward the Japanese Ground Self-Defense Force, a terrorist organization begins to work from within the military to cause destruction and mass civil unrest throughout Japan. Nagumo learns that the mastermind behind the growing terrorist plot is none other than Yukihito Tsuge, her former mentor and lover.

Gotou reassembles his former Patlabor team, spearheaded by pilot Noa Izumi. Leading the team into a mission to arrest Tsuge, Nagumo must come to terms with her complicated past relationships in order to save Japan.",Movie,1.0,"Aug 7, 1993",UNKNOWN,Finished Airing,"Bandai Visual, VAP, Shochiku, Tohokushinsha Film Corporation","Maiden Japan, Manga Entertainment, Bandai Visual USA",Production I.G,Original,1 hr 53 min,PG-13 - Teens 13 or older,628.0,3521,729,15482.0,35180,https://cdn.myanimelist.net/images/anime/6/74764.jpg
1001,1101,Tenchi Muyou! Manatsu no Eve,Tenchi the Movie 2: Daughter of Darkness,天地無用！真夏のイヴ,7.1,"Action, Comedy, Sci-Fi","Tenchi Masaki gets the surprise of his life when a teenage girl approaches him and calls him ""Daddy."" Believing that the girl is mistaking him for someone else, Tenchi brings her home to figure out what is going on, which turns out to be a big mistake. When the girl introduces herself as Mayuka Masaki, Tenchi's daughter, the Masaki household is thrown into yet another frenzy. 

Thinking that Mayuka is just taking advantage of Tenchi, the girls refuse to believe that she is really his child. However, when DNA testing reveals that Tenchi is indeed her father, Washuu comes to the conclusion that Mayuka is his daughter from the future, the result of a recent time distortion. With this new revelation, everyone tries to welcome Mayuka into their lives with the sole exception being Ryouko Hakubi, who senses something sinister lurking beneath Mayuka's charm.",Movie,1.0,"Aug 2, 1997",UNKNOWN,Finished Airing,"Geneon Universal Entertainment, Genco, Pioneer LDC, Nippon Cultural Broadcasting","Funimation, Geneon Entertainment USA",AIC,Original,59 min,R+ - Mild Nudity,3513.0,5076,15,7838.0,15323,https://cdn.myanimelist.net/images/anime/8/61319.jpg
1006,1106,Eikyuu Kazoku,UNKNOWN,永久家族,5.86,Comedy,"It started as a sociological experiment. Six different people were brainwashed to think that they were a family and then put in arbitrary situations to see how they would react; however, when a taping of the families conducts is sold in a desperate attempt to make a little capital, it instantly becomes a success. Now the family is a first rated show and their every move is broadcasted around the world without them knowing it. But when a clogged toilet sets off a chain of events that ultimately frees the family from the room they are confined in the broadcasters, not willing to lose their source of income, set out to hunt down and recapture every member of the Eternal family.

(Source: ANN)",Movie,1.0,"Apr 1, 1997",UNKNOWN,Finished Airing,Beyond C.,UNKNOWN,Studio 4°C,Original,28 min,PG-13 - Teens 13 or older,9460.0,6052,16,3895.0,9972,https://cdn.myanimelist.net/images/anime/7/10210.jpg
1007,1107,Youjuu Toshi,Wicked City,妖獣都市,6.44,"Action, Adventure, Drama, Horror","There is Earth, our familiar world, and then there is the Black World, a parallel dimension that very few people are aware of. For centuries, a pact between the two worlds has been observed to maintain peace, and terms must be negotiated and renewed soon to continue relative harmony.

This time around, there is a militant faction that will stop at nothing to prevent the signing of a new treaty for inter-dimensional peace. Two agents of the elite organization known as the Black guards—defenders of the balance between the two worlds—are charged with ensuring the success of the treaty.

Director Yoshiaki Kawajiri (Ninja Scroll) blends stylish eroticism, graphic horror and pulse-pounding action as these two race to consummate the peace treaty in time.

(Source: AniDB)",Movie,1.0,"Apr 25, 1987",UNKNOWN,Finished Airing,"Japan Home Video, Streamline Pictures","Discotek Media, Urban Vision",Madhouse,Novel,1 hr 22 min,R+ - Mild Nudity,6652.0,2871,211,20315.0,51243,https://cdn.myanimelist.net/images/anime/2/50021.jpg
1015,1116,Junkers Come Here,UNKNOWN,ユンカース・カム・ヒア,7.1,"Award Winning, Drama","Sixth grade student Hiromi Nozawa leads a troubled life. With her parents frequently absent due to work, one of her only companions is her talking dog, Junkers. Though Hiromi puts on a brave face for the public, the stark reality is that she is heavily stressed, and she shares this side of herself only with Junkers.

After hearing that her parents are considering divorce, Hiromi's stress reaches an all-time high; at this time, Junkers reveals that he has the ability to make three miracles occur. Given the potential of this newfound power, Hiromi must wish carefully—as obtaining what she thinks she wants may end up hurting those she cares about most.",Movie,1.0,"Mar 18, 1995",UNKNOWN,Finished Airing,"Bandai Visual, Kadokawa Shoten",Bandai Entertainment,Triangle Staff,Novel,1 hr 39 min,G - All Ages,3546.0,7194,10,2254.0,6488,https://cdn.myanimelist.net/images/anime/1343/100456.jpg
1016,1117,Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,Pokémon: The Movie 2000,ポケットモンスター 幻のポケモンルギア爆誕,7.34,"Adventure, Comedy, Drama, Fantasy","An ancient prophecy tells of a day when the titans of ice, lightning, and fire are disturbed. When this occurs, Lugia, the guardian of the sea, will rise up and restore harmony. Enchanted by the words of the prophecy, Gelardan, a Pokémon collector, sets out on his airship with a dreadful plan to capture Lugia by going after these three titans. 

After Gelardan makes his move, drastic climate change begins to take place, as terrible storms start popping up all over the globe. One such storm causes the ship carrying Pokémon trainers Satoshi, Kasumi, and Kenji to drift off course and land on Earthia Island. Upon arriving, Satoshi is told of the ancient prophecy, and of his destiny as the chosen one who will help Lugia restore balance to the world. 

With the fate of the world in his hands, Satoshi must summon the courage to face the chaos that threatens to tear everything apart and stop Gelardan.",Movie,1.0,"Jul 17, 1999",UNKNOWN,Finished Airing,Studio Jack,"4Kids Entertainment, Warner Bros. Pictures",OLM,Game,1 hr 20 min,PG - Children,2344.0,1198,205,121050.0,184370,https://cdn.myanimelist.net/images/anime/11/41801.jpg
1017,1118,Pokemon Movie 03: Kesshoutou no Teiou Entei,Pokémon 3: The Movie,ポケットモンスター 結晶塔の帝王 ENTEI,7.08,"Action, Adventure, Comedy, Drama, Fantasy","Mii Snowdon is left on her own after her father disappears while investigating the mysterious letter-shaped Pokémon called the Unown. The only clue to her father's disappearance is a box containing several tiles. While playing with these tiles, Mii makes a wish to see her father again, and this wish awakens the Unown—who summon the lion-like, legendary Pokémon Entei to act as her father.

Meanwhile, Satoshi heads to Greenfield with his faithful Pokémon companion, Pikachu, to meet with his friends, Kasumi and Takeshi. When they reach the area, they are shocked to find the place crystallized. They quickly learn that the Unown are responsible for this, and that they will need to be defeated in order to restore Greenfield to its former beauty.

The situation becomes personal when Satoshi's mother is kidnapped by Entei. To discover why his mother was taken away, Satoshi, along with his friends and Pokémon, must travel the crystallized landscape to confront Entei and the Unown.",Movie,1.0,"Jul 8, 2000",UNKNOWN,Finished Airing,Studio Jack,"4Kids Entertainment, Warner Bros. Pictures",OLM,Game,1 hr 31 min,PG - Children,3633.0,1275,144,112069.0,173426,https://cdn.myanimelist.net/images/anime/7/80288.jpg
1018,1119,Pokemon Movie 04: Celebi Toki wo Koeta Deai,Pokémon 4Ever,ポケットモンスター セレビィ 時を越えた遭遇（であい）,6.9,"Adventure, Comedy, Drama, Fantasy","Serebii, a Legendary Pokémon known for its ability to traverse time, is hunted by an unnamed Pokémon poacher seeking to capture it. Yukinari, a young Pokémon trainer who enjoys drawing portraits of Pokémon, tries to protect Serebii after it stumbles upon him; but in the middle of its escape, both vanish without a trace.

Forty years later, ambitious Pokémon trainer Satoshi hopes to sight rare Pokémon around his local area. White, a boat driver, takes Satoshi to his village. Satoshi is accompanied by his three closest friends: Takeshi, a former gym leader training to be a great Pokémon breeder; Kasumi, a young girl wanting to become a skilled Water-type trainer; and Pikachu, Satoshi's Pokémon partner and first comrade.

Meanwhile, Yukinari and Serebii reappear in Satoshi's present time and run into his group. Masked Lord Vicious, the strongest executive staff member of Team Rocket, desires to capture Serebii. Using the Dark Ball, a variant of Monster Ball that corrupts the Pokémon caught within and draws out their maximum power, Vicious can transform innocent Pokémon into powerful and frightening obstacles—including Serebii itself! Placed in a tough position, Satoshi, Yukinari, and their friends must work together to defeat Vicious and save Serebii and themselves.",Movie,1.0,"Jul 7, 2001",UNKNOWN,Finished Airing,Studio Jack,"4Kids Entertainment, Miramax Films",OLM,Game,1 hr 19 min,PG - Children,4396.0,1428,65,95533.0,150163,https://cdn.myanimelist.net/images/anime/2/41799.jpg
